http://111.127.156.64:51234/rtp/239.29.1.145:5000,# 0.15MB/s | 1633ms
http://171.8.84.159:8800/rtp/239.16.20.184:11840,# 0.15MB/s | 1635ms
http://112.109.206.183:9999/rtp/239.255.40.160:8208,# 0.15MB/s | 1635ms
http://171.8.84.159:8800/rtp/239.16.20.104:11040,# 0.15MB/s | 1636ms
http://171.8.84.159:8800/rtp/239.16.10.153:2000,# 0.15MB/s | 1636ms
http://171.8.84.159:8800/rtp/239.16.10.80:2000,# 0.15MB/s | 1636ms
http://60.4.30.55:8077/rtp/239.253.92.197:6062,# 0.15MB/s | 1637ms
http://112.192.73.60:8484/rtp/239.0.0.25:5140,# 0.15MB/s | 1638ms
http://60.4.30.55:8077/rtp/239.253.93.102:6268,# 0.15MB/s | 1638ms
http://171.8.105.158:8800/rtp/239.16.20.101:11010,# 0.15MB/s | 1638ms
http://39.77.162.237:4002/rtp/239.253.254.104:8000,# 0.15MB/s | 1640ms
http://111.127.156.64:51234/rtp/239.29.1.126:5000,# 0.15MB/s | 1640ms
http://171.8.84.159:8800/rtp/239.16.20.168:11680,# 0.15MB/s | 1640ms
http://220.167.170.232:4000/rtp/239.120.1.249:9444,# 0.15MB/s | 1642ms
http://171.8.84.159:8800/rtp/239.16.20.19:10190,# 0.15MB/s | 1643ms
http://112.192.73.60:8484/rtp/239.0.0.1:5140,# 0.15MB/s | 1643ms
http://112.192.73.47:8484/rtp/239.0.0.52:5140,# 0.15MB/s | 1645ms
http://111.127.156.64:51234/rtp/239.29.1.135:5000,# 0.15MB/s | 1646ms
http://171.8.105.158:8800/rtp/239.16.20.232:12320,# 0.15MB/s | 1646ms
http://171.8.105.158:8800/rtp/239.16.20.111:11110,# 0.15MB/s | 1646ms
http://171.8.105.158:8800/rtp/239.16.10.158:2000,# 0.15MB/s | 1646ms
http://112.192.73.47:8484/rtp/239.0.0.10:5140,# 0.15MB/s | 1647ms
http://124.112.189.152:4022/rtp/238.1.79.9:4184,# 0.15MB/s | 1647ms
http://171.8.84.159:8800/rtp/239.16.20.80:10800,# 0.15MB/s | 1647ms
http://171.8.84.159:8800/rtp/239.16.20.47:10470,# 0.15MB/s | 1648ms
http://111.127.156.64:51234/rtp/239.29.1.86:5001,# 0.15MB/s | 1648ms
